job,skills,uniq_id
['Project Coordinator II'],"['consulting', 'database', 'lifecycle', 'management', 'metrics', 'pmp', 'project', 'sales', 'salesforce', 'scheduling', 'telecommunications']",ebdaa795cb443c6b7881b7a15c4c25b1
['Core Java Developer with distributed computing'],['need a strong core java developer with some good data experience. must have experience with distributed computing.'],d92f267244249065890ee6bde5275f49
['Software Developer'],"['.net and c#', 'sql']",8cbcc9ef3be25e4409fcb4ab55d6503d
"['Mobile Automation Tester ', ' Rate :Open Negotiable', ' 1 year']","['manual and automation mobile testing experience-desktop applications', 'consumer electronics devices', 'and websites']",e2f1a046c937631529aec11a56f8590a
['Project Manager : Information Security and Risk Management'],"['project management', 'operations analysis', 'banking', '(financial services', 'wealth management', 'regulated environment', 'info sec', 'security and risk management', '']",a2ef697606d460795dda16de672a5d5d
['Informatica Admin'],"['informatica admin', 'oracle', 'sql']",d1130a38c05cd6f6df40a2636a76ea5b
"['Software Development Engineer', ' Big Data']","[""description do you want to help build a highly personalized homepage that greets each of our millions of customers worldwide every time they visit amazon.com? are you interested in building data pipelines that process petabytes of customer behavior data? amazon's homepage personalization team develops and supports personalization and recommendations for amazon customers across music"", 'books', 'movies', 'fashion', 'and everything else that amazon offers. we analyze petabytes of implicit and explicit feedback data on our hundreds of millions of customers and billions of products in order to guide the development of a meaningful and highly personalized homepage experience. we are looking for an experienced and forward thinking software engineer with a focus on data engineering to join our team. this person will work closely with other software engineers and machine learning scientists to design and implement predictive', 'scalable models for everything from product recommendations to personalized mobile content layouts. you will work directly with machine learning scientists to scale up collaborative filtering models on retail purchases', 'prime video views', 'prime music streams', 'and other amazon data to deeply understand our customers. this is one of the foremost roles in data engineering with the opportunity to reach millions of customers on one of the highest traffic consumer websites in the world. if you are passionate about data engineering', 'software engineering and personalization at scale then we encourage you to apply. basic qualifications - bs or ms degree in computer science or related field. - strong coding experience', 'preferably with scala', 'python', 'java', 'or c++. - strong grasp of data structures and algorithms. - ability to explain complex issues in technical and non-technical terms. - cares deeply about agile software practices', 'data driven development', 'and collaborating with other engineers and researchers. - working knowledge of hadoop', 'spark', 'redshift', 'dynamodb', 'kinesis', 'or other big data technologies. preferred qualifications - experience with supervised and unsupervised machine learning models. - experience with collaborative filtering and recommender systems. - experience running and evaluating ab tests.']",8cb4914f42c5b805d19be0952b3c88e9
['Sr. Business Data Analyst'],"['analysis', 'analyst', 'business analyst', 'consulting', 'data analysis', 'development', 'excel', 'manager', 'outlook', 'powerpoint', 'project', 'sql', 'supervision']",8c50099ba0e24e089c12c6e68bb2bdc6
['Clinical Site Monitor'],['(site or on site or on-site ) and(monitor or monitoring ) and(pharma or pharmaceutical companies ) and(cra or clinical research associate )'],d6920e2979999da6d892774e2be97b75
['Product QA Engineer'],['telecommuting not available travel not required'],72e40fa6a09e015785a798433af77387
['Java Developer (Ecommerce)'],"['looking for two-to-three senior java developers with experience in ecommerce. strong java', 'spring framework and hibernate orm. the ideal candidate will have experience building their own e-commerce product or working with an existing ecommerce site. looking for typical ecommerce experience such as pim', 'pci', 'shopping carts', 'payment gateways', 'catalogs', 'etc. any experience with broadleaf', 'elasticpath or konakart is a plus. my client will train on the ecommerce tools']",065002d37b05ad5fa6478b709b94a3a4
['Geolocation Engineer'],"['electrical engineering degree with experience in scientific programming', 'especially c/c++', 'gps or other navigation systems; geolocation observable processing.']",b2db6c4923a59708ff6c562b08c23c73
['Director of Product Development'],"['active secret clearance required', 'knowledge of product development and procedures', 'including knowledge of general accounting. ability to manage a diverse range of technical operations']",d997f70cf7082ec18ffbb3e7c382001c
['Senior. NET Developer (Temp-to-Perm)'],"['.net', 'tfs', 'web services', 'wcf', 'jquery', 'ajax', 'javascript', 'vb', 'vb script', 'xml/xsl', 'css', 'architectural design patterns']",518be0d63a29128230c7c13be225837d
['Frontend/UI Developer'],"['angular.js', 'react', 'node.js', 'javascript']",c199a61bd8a4e16896e15bf0613bf010
['Domestic Outsourcing Business Development Executive'],"['development', 'it', 'network', 'project', 'sales']",0352f0af94edb563fdee80a14965ea1d
['Web Developer'],"['html', 'javascript', 'css', 'ajax']",f91cae11b0c8eaf832880a328fbabbcf
['Senior Full Stack Developer'],"['.net', 'algorithms', 'developer', 'javascript', 'linux', 'ood', 'oop', 'programming', 'systems', 'windows']",b9520049ff3e799ec368ae0aa99ec5f5
['Jr Business Analysts'],"['analyst', 'business analyst', 'business requirements', 'consulting', 'development', 'lifecycle', 'management', 'ms office', 'project', 'testing']",353f9ce7cb7c0090fd8880b0e9bf5809
['Manager - GFS'],"['10+ years of technical management experience track record of building and delivering mission critical', '24x7 production software systems']",cca81977309f3d52de5201432a1a98c4
['Java Full Stack Engineer (Angular JS is must)'],"['angular js', 'java/j2ee', 'spring', 'hibernate']",755688570dda03850c9ea9974e241110
['Software Engineer (Algorithm)'],"['algorithm engineer', 'computer vision', 'open cv', 'algorithm r&d experiences', 'android programming will be a plus.']",f5ce47ef55f66c279c306ceeb5e3f01e
['Sr. JavaScript Developer'],"['node.js', 'javascript']",4a1af0cd8f6301771b95b019e6e2407d
['Planner/Scheduler'],"['sap apo', 'ms excel', 'bw reporting', 'pharma or biotech']",763586f789e0154f6d71435112f4c502
['Technical Infrastructure Project Manager'],['technical infrastructure project manager'],d17149d5daf1df1d0953dbb583c0046c
['Business Analyst'],['sql reporting services suite'],510481dba5a43cc2b77546f0dadb1ce4
['Project Coordinator'],"['project coordinator', 'procurement', 'budget']",4117b81407f66d5b3c952ba4c4c05134
['Sr Service Delivery Systems Administrator (DevOps) - 16-01286'],"['devops engineer', 'system engineer', 'build release engineer', 'python', 'shell', 'perl', 'bash', 'linux', 'unix', 'rhel', 'centos', 'perforce', 'jenkins', 'maven', 'continuous integration']",e2cda2407a766008f5274da2cbdfa5b7
['Oracle Business Systems Analyst'],"['oracle r12 e-business', 'general ledger', 'asset management', 'projects', 'ame', 'workflow etc.']",c0eb27f26c6b084b018bd58b564e5594
['Sr. EDI Business Analyst'],['telecommuting not available travel not required'],c85fced1185e67071d928267f818dbdc
['Scientific Software Specialist and BA'],"['scientific software', 'business analyst', 'drug development', 'biotech', 'pharma', 'data extraction', 'visualization sql', 'r', 'spotfire', 'user training', '']",ac1430c579f95891ae05d2edb3f5e035
['Linux Engineer'],"['application', 'c++', 'development', 'engineer', 'engineering', 'j2ee', 'java', 'linux', 'network', 'programming', 'python', 'shell script', 'software', 'system']",75296a05c107731f400d602f3e10bf47
['Front end-UI developer/UI-Web designer'],['telecommuting not available travel not required'],c6f99f38bf465487323ed9d46f19514d
"['Senior Product Manager', ' Pricing - Fulfillment By Amazon']","['global fba is looking for a passionate', 'talented product manager to develop pricing recommendations for the global business. the ideal candidate has outstanding business acumen and judgment', 'intense curiosity', 'excellent analytical abilities', 'strong technical skills', 'superior written and verbal communication skills', 'and the ability to influence cross-functional teams. he/she will have a strong bias toward data driven decision making. he/she will be a self-starter', 'comfortable with ambiguity and juggling multiple projects', 'able to think big and be creative (while paying careful attention to detail)', 'and will enjoy working in a fast-paced dynamic environment. he/she will work closely with marketing', 'operations', 'and finance teams around the world. the scope for this role includes the following: identify', 'develop', 'manage', 'and execute analyses to uncover areas of opportunity and present written business recommendations that will help shape the future of fba. drive development of quantitative models necessary for the evaluation and implementation of new pricing strategies. collaborate with product managers to develop pricing recommendations for new features or services. manage fee development and implementation', 'including long term project planning and development resource allocation. report key insights and trends', 'using statistical rigor to simplify and inform the larger team of noteworthy story lines. collaborate with finance and product management as a leader of quantitative analysis. analyze and solve business problems at their root', 'stepping back to understand the broader context. develop solutions that utilize the highest standards of analytical rigor and data integrity. recognize and adopt best practices in reporting and analysis: data integrity', 'test design', 'analysis', 'validation', ""and documentation. write high quality sql code to retrieve and analyze data. learn and understand a broad range of amazon's data resources and know how"", 'when', 'and which to use. manage and execute entire projects or components of large projects from start to finish including project management', 'data gathering and manipulation', 'synthesis and modeling', 'problem solving', ""and communication of insights and recommendations. build scalable database solutions when required. participate in periodic reviews with amazon executive leadership team. fba leverages amazon's global fulfillment and customer service network for third party sellers who want to grow their business on and off amazon.com. fba enables customers to take advantage of free super saver shipping and amazon prime on third party items"", ""while sellers can focus on selling rather than shipping. the sr. product manager will be responsible for driving analysis in an effort to improve our understanding of seller's costs globally. the role is global in scope and includes strategy"", 'analysis and execution for fba in north america', 'europe and asia.']",f98f36687091e2aa5d3db5ab86c4d193
['Infrastructure Production Developer'],"['developer', 'hardware', 'java', 'linux', 'python', 'software', 'systems']",1f20cc46a1df5eb235007fac5fa0cbf4
['C#.NET Client/Server Developer'],"['c#', 'sql', 'stored procedures', '.net', 'tcp/ip', 'multithreadin']",8887c268f3a00f280f0eb3e935fcf923
['Business Systems Analyst'],['b2c digital product management'],8d0ffe9061aa61fbd3fdfae28fa9e2b9
['Software Infrastructure C++ Developer'],"['algorithms', 'c++', 'developer', 'development', 'javascript', 'libraries', 'linux', 'network', 'performance', 'perl', 'programming', 'protocols', 'python', 'software', 'system', 'systems', 'tcp/ip', 'unix']",f374dd196ee3775c05ceedce840fe3d7
['Account Manager'],"['business development', 'sales', 'staffing']",a6b2f856cc76dbcd75d70c8a9b54b86f
['Technical Recruiter'],['recruiter'],cf0df595863e244496a08540809e638a
['Senior Technical Writer'],['(technical writer or tech writing or tech writer ) and(standard operating procedures or sop or work instructions or process flows ) and(visio )'],3071e1d037c43c96e63d87b7f798904c
['Sr. Quality Assurance Test Analyst'],"['analyst', 'applications', 'computer', 'database', 'development', 'excel', 'java', 'management', 'programming', 'project', 'project management', 'quality', 'quality assurance', 'scripts', 'software', 'sql', 'supervision', 'test', 'testing', 'vb', 'web']",3142c2dd6924df52d463d81ef93fb6e4
['Business Systems Analyst III'],['(see job description)'],aed2f48a108a9d39c3466961ebf147a2
['Automated Test Engineer'],['(automated testing over 3 year(s) ) and (java developer over 2 year(s) )'],8d9f35371d34b3482a6a9a515c286329
['Senior Drupal Developer'],['telecommuting not available travel not required'],a5b5889aaa3b7423cdc68643ab6cfea5
['Senior Devops Engineer (Contract)'],"['devops engineer', 'chef', 'jenkins']",932052b301bed380d5a8db22d8b9fed2
['Capacity Planning Engineer - 11350'],"['network engineering', 'ip video delivery', 'content delivery networks', 'linux system admin']",6d08f3e06ba1695f905754f971f0397e
['Data Center Virtualization Architect'],['(see job description)'],5fe3df4506a6b388f0b18dfedb0702bb
['Procurement System Manager'],['saas solution coupa'],ccf473b4784aca69a88b36870d6301cf
['Sr. Information Risk Management Analyst'],"['cissp', 'cism', 'cisa']",2c6742531c25a158afc6eca882ced60b
['Software Development Engineer'],['java and c/c++'],0419d5288baa0e5a8043c674cd8562ca
['Account Coordinator II'],"['consulting', 'lifecycle', 'manager', 'management', 'project', 'project management', 'sales', 'salesforce', 'scheduling', 'telecommunications']",3415841a9ac7c931ed8709e9f30adb29
['Technical Lead Supply Chain - 12241'],"['software', 'retail', 'buying', 'demand planning', 'system', 'analysis', 'design', 'supply chain', 'applications development', 'websphere', 'weblogic', 'oracle', 'db2', 'sql server', 'unix/aix', 'windows', 'and mainframe']",bd4eee9b197c066d9bff44452452c5b1
['C++ Software Developer for Multi-Asset Risk System'],"['developer', 'development', 'http', 'java', 'javascript', 'lifecycle', 'management', 'programming', 'project', 'python', 'release', 'risk management', 'scheduling', 'sql', 'testing']",2594d75ad80e28e32af0ff6053396e2d
['Senior MySQL DBA'],['telecommuting not available travel not required'],0bed3d9c4ed99d5cc1a2649f59bc2896
['Manager of IS Network Engineers'],['(routers ) and (firewalls or firewall ) and(manager ) and (cisco )'],d261e7210cd7aba0cac951c7340c5e67
['(US)-Program Manager Senior'],"['access', 'application', 'business requirements', 'case', 'consulting', 'development', 'it', 'manager', 'program manager', 'project', 'telecom']",a560c9c03ec3eb3dbf9fa881303fdf48
"['Business Analyst - Mortgage/Equiting Lending', ' Lean Six Sigma Green Belt/Black Belt']","['mortgage/equiting lending', 'lean six sigma green belt/black belt']",0445fcb37ab17f686c025da15a98de52
['DHMSM Operational Medicine Interface Developer'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",f3454168b74bc184e99b6d328970c16d
['Information Technology Architect'],"['analysis', 'architecture', 'business requirements', 'citrix', 'css', 'development', 'exchange', 'html', 'http', 'iis', 'java', 'linux', 'management', 'oracle', 'sql', 'vmware', 'websphere', 'windows']",ad80588c56547cfcfc00e9080cce9920
['SWIFT Messaging Specialist'],"['css', 'html', 'http']",eccbb9e529cc7fabd4418b8a3ef96645
['Technician-Systems'],"['vnf manager', 'ci/cd']",7ebf4eea453a27d76815cea1034737e1
['Angular JS / SOA / Web Developer w/ Middleware'],"['architecture', 'css', 'developer', 'development', 'html', 'http', 'ibm', 'j2ee', 'java', 'jquery', 'middleware', 'nosql', 'security', 'soap', 'solr', 'ssl', 'web developer', 'websphere', 'xml']",9f504454ca89f3fb54c4cdb79ef345de
['Soarian Clinicals Consultant (Cerner)'],['point of sale system help desk manager'],335bd5f1bb549c9d32372a43516249fe
['San Storage Engineer'],"['access', 'brocade', 'consulting', 'engineer', 'hardware', 'it', 'management', 'switches', 'systems', 'telecom', 'unix', 'windows']",12f3cf7b841e50a75d7fa547cedc27a6
['Java Developer'],['see job description'],b973f9625d5a239be48b37dad4a83eac
['SQL Web Application Developer'],"['skills & experience bachelors degree in engineering', 'computer science', 'mis a related it field', 'or equivalent work experience. industry certifications related to this position a plus. minim']",bf4e39a7ae0a31857cdeb706ea07b591
['Mobile Device QA Tester II'],"['basic qualifications: 1+ year of mobile device testing (android', 'ios and/or windows) is required. 1-2 years of relevant work experience working for wireless carrier or vendor in product developmen']",fe8b8c33442b7005d0734506fd152824
['Processor (Screen) - 3rd Shift'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",f29766ad198b67aa7686ea3737951f12
['Sr. Application Programmer'],"['access', 'aml', 'application', 'business requirements', 'consulting', 'developer', 'development', 'it', 'java', 'management', 'oracle', 'programmer', 'software', 'telecom', 'testing', 'unix', 'web', 'websphere']",4a737efc3dd5fe84a532e94b609ee484
['Full Stack Developer'],"['access', 'apache', 'applications', 'computer', 'consulting', 'developer', 'development', 'it', 'programming', 'sdlc', 'software', 'systems', 'telecom', 'user interface']",148fb772d5a224a477904b6194199b2e
['Technology Manager of Analytics'],"['agile', 'css', 'html', 'http', 'manager', 'python']",0d92b51b694ef046360f989fa92a15ac
['Exhaust Processor (Exhaust) 3rd Shift'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",aefcb0c109264e00e724ef9eb004a699
['Security - InfoSec Assessment'],['an ideal candidate will have: a bachelors in computer science (or equivalent) degree with 6 to 10 years of documented information security work experience demonstrated experience in'],6bdcbb05eca933606a2301a8be7fa4cd
['Sr. Systems Engineer - Storage (Contract-to-Hire)'],"['high school diploma or equivalent 7+ years of experience in information technology engineering technical certifications associated to the chosen technological track expert working knowledge of the appropriate storage systems and physical hardware proven history of balancing multiple priorities simultaneously with the ability to adapt to the changing needs of the business while meeting deadlines flexibility to work evening and weekend hours as necessary excellent verbal and written communication skills with the ability to relay technical information to a non-technical audience and effectively interact with all stakeholders including senior leadership solid process documentation skills expert understanding of storage area networks', 'including solutions from emc (vnx', 'vmax', 'unity', 'avamar', 'data domain) and nutanix systems expert management experience with cisco mds zoning experience managing linux servers and environments experience with vmware virtual server farms experience deploying software', 'firmware', 'and updates to storage and backup environments experience with dr planning', 'concepts', 'and strategies as it relates to storage and backup experience managing team projects and mentoring']",95a6252635b88c0991306754335760f4
"['SAP Technical Lead (ERP', ' ECC', ' HANA) in Melville', ' NY or Davidson', ' NC']","['ap technical lead', 'sap erp', 'sap ecc', 'hana']",e8c6430b31684c8f6ceab1305ca61888
['Audio / Visual Support Tech'],"['contract independent', 'contract w2']",9c1dae8f8326ff44336cbc65c4145524
['Auditor Analyst'],"['sox', 'sarbanes oxley', 'sarbanes', 'audit', 'finance', 'internal control', 'compliance', 'control']",fe9741051b3a8971f4a1156b07ece236
['Sr. Java Developer'],['see job description'],f11d03f84c0ba0db510a05de0afd10b9
['COBOL Developer / Programmer'],['see job description'],b5cea5202dd6f195c55dbc7b90892768
"['Business Analyst - digital analytics', ' Google', ' Adobe', ' Tableau', ' ForeSee', ' SQL']","['digital analytics', 'google', 'adobe', 'tableau', 'foresee', 'sql']",bb39139fe34f98132e057d2bc5f27ffc
['Java Developer'],"['access', 'analysis', 'analytical', 'analytical skills', 'application', 'applications', 'architecture', 'computer', 'consulting', 'data architecture', 'database', 'developer', 'development', 'engineer', 'engineering', 'it', 'java', 'manager', 'management', 'modeling', 'oracle', 'programming', 'project', 'quality', 'sdlc', 'security', 'software', 'software engineer', 'sql', 'telecom', 'testing', 'web', 'xml']",0b6f00a94e0790f2ddf471e21515e30a
['Project Manager'],"['access', 'analytical', 'computer', 'consulting', 'development', 'engineering', 'it', 'manager', 'management', 'project', 'project management', 'project manager', 'telecom']",1d0397ad94837965dd86a508020ee2a4
['Cyber Combat Targeteer'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",4f1a45d7883fa5b946024825f141955b
['BA/ QA Tester'],"['agile', 'analysis', 'automated', 'css', 'development', 'excel', 'html', 'http', 'middleware', 'ms office', 'powerpoint', 'project', 'qa', 'qa tester', 'rational', 'scripts', 'scrum', 'sql', 'tester', 'testing']",e140cb3a2388dc9b0d1b1641ba2c71fc
['Business Analyst - PCI'],['pci'],2c519dfe62470c6632c25ec8a75ab950
['Sustaining Engineer III'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",af5361a430987d770572e81ca3605fe3
"['Developer - iOS', ' Android', ' REST API', ' SQL', ' Xcode', ' AJAX']","['ios', 'android', 'rest api', 'sql', 'xcode', 'ajax']",ac9366a5da02aef3cf6e724fd4eef28b
['Processor (Tube Assembly)'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",4d957ab0fc7d7379fe1a2bd824be9414
['Treasury Associate'],"['access', 'analytical', 'analytical skills', 'basic', 'consulting', 'development', 'excel', 'it', 'management', 'microsoft word', 'powerpoint', 'project', 'project management', 'risk management', 'telecom']",4630a1e50e7e85a4364bfd6ccc65edda
['.NET Developer III MS Dynamics'],"['.net', 'access', 'analysis', 'api', 'application', 'applications', 'asp', 'asp.net', 'consulting', 'crm', 'data analysis', 'developer', 'development', 'engineer', 'foundation', 'it', 'javascript', 'management', 'security', 'software', 'software engineer', 'sql', 'system', 'systems', 'telecom', 'web', 'xml']",43d4546d3a9420c6144572edf5a25b97
['.Net Architect / Manager'],"['.net', 'access', 'analyst', 'application', 'applications', 'architect', 'architecture', 'change management', 'consulting', 'customer service', 'development', 'development manager', 'engineering', 'it', 'manager', 'management', 'performance', 'quality', 're-engineering', 'software', 'sql', 'sql server', 'systems', 'telecom']",2ab6d749f9edbd1dd2a74fda8cd9589d
"['Director', ' Information Security']",['full time'],24df038b48c96e11443e21146219995f
['Service Technicians - Printing'],"['css', 'html', 'http']",8259843f5e9f112894e7b1ee769c0a91
['Reporting Analyst'],"['access', 'analysis', 'analyst', 'analytical', 'analytical skills', 'business intelligence', 'cognos', 'consulting', 'database', 'excel', 'ibm', 'it', 'management', 'powerpoint', 'risk management', 'sas', 'sql', 'telecom']",406f7489221ceda7333b009e4797cd74
['Business Development Manager'],"['analysis', 'crm', 'development', 'development manager', 'manager', 'management', 'networking', 'sales']",cbc53680c3051893bc8cd1d2071428a5
['IT Project Manager (Mobile Apps)'],['full time'],a639481ec469f96658393d1836df6f0f
['Application Architect'],"['access', 'analysis', 'analytical', 'api', 'application', 'applications', 'architect', 'architecture', 'consulting', 'development', 'it', 'micro', 'project', 'qa', 'security', 'software', 'telecom', 'web']",16bc503453500d45ee411c5ea3a4074b
"['Director of IS', ' Infrastructure', ' Network', ' Best Practices', ' IT Policy and Procedures']","['director of is', 'infrastructure', 'network', 'best practices', 'it policy and procedures', 'performace management', 'pmp']",d831dd7060f590de3da30c6327f701f4
['Senior Java Developer - Lead'],"['contract corp-to-corp', 'contract w2', 'full time']",648b516bcb9617af02dc08c9a4a17c6e
['Business Analyst'],"['access', 'analysis', 'analyst', 'application', 'business analyst', 'consulting', 'it', 'management', 'oracle', 'system', 'telecom']",db89add7e8f0b9fe3a11658e772cf158
['Project Manager'],"['access', 'accounting', 'analytical', 'application', 'applications', 'computer', 'consulting', 'development', 'it', 'manager', 'management', 'project', 'project manager', 'software', 'supervision', 'system', 'systems', 'telecom']",0796f7ecf53db6612b831449b844533d
['Lead/Sr Data Scientist'],"['machine learning', 'big data', 'java']",a1e1bd1243cdd15a3219e0edc8a93131
['Computer Systems Software Engineer'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",b86b83afb4564fd65a984ed9b78248c3
['Agile Developer'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",75b835ecdf3ffc91f3a65969554d88b0
['Testing Technical Specialist'],"['agile', 'css', 'development', 'html', 'http', 'java', 'management', 'project', 'project management', 'qa', 'quality center', 'testing', 'web design']",7f3086ce0521d3915c1bca5573ea22bb
['Manufacturing Engineer II'],"['tad pgs', 'inc. specializes in delivering secure', 'reliable and rapidly implemented workforce solutions to the u.s. federal marketplace', 'including u.s. government agencies and their prime contractors. wi']",55b42f5cc49e2f719cb11676f9ffa503
['Sr. Full Stack Java Developer'],"['analytical skills', 'automated', 'css', 'database', 'db2', 'developer', 'development', 'j2ee', 'java', 'javascript', 'jsp', 'mongodb', 'oracle', 'project', 'research', 'sdlc', 'testing', 'websphere', 'xml']",3bb430a924c66eda4d5546ac2ff19b71
