job,skills,uniq_id
Software Developer,".NET and C#, SQl",8cbcc9ef3be25e4409fcb4ab55d6503d
"Mobile Automation Tester , Rate :Open Negotiable, 1 year","Manual and Automation Mobile testing experience-Desktop applications, Consumer Electronics Devices, and Websites",e2f1a046c937631529aec11a56f8590a
Project Manager : Information Security and Risk Management,"Project Management, Operations Analysis, BANKING, (Financial Services, Wealth Management, Regulated Environment, Info Sec, Security and Risk Management,",a2ef697606d460795dda16de672a5d5d
Informatica Admin,"Informatica Admin,Oracle,Sql",d1130a38c05cd6f6df40a2636a76ea5b
"Software Development Engineer, Big Data","DESCRIPTION Do you want to help build a highly personalized homepage that greets each of our millions of customers worldwide every time they visit Amazon.com? Are you interested in building data pipelines that process petabytes of customer behavior data? Amazon's Homepage Personalization team develops and supports personalization and recommendations for Amazon customers across music, books, movies, fashion, and everything else that Amazon offers. We analyze petabytes of implicit and explicit feedback data on our hundreds of millions of customers and billions of products in order to guide the development of a meaningful and highly personalized homepage experience. We are looking for an experienced and forward thinking software engineer with a focus on data engineering to join our team. This person will work closely with other software engineers and machine learning scientists to design and implement predictive, scalable models for everything from product recommendations to personalized mobile content layouts. You will work directly with machine learning scientists to scale up collaborative filtering models on retail purchases, Prime Video views, Prime Music streams, and other Amazon data to deeply understand our customers. This is one of the foremost roles in data engineering with the opportunity to reach millions of customers on one of the highest traffic consumer websites in the world. If you are passionate about data engineering, software engineering and personalization at scale then we encourage you to apply. BASIC QUALIFICATIONS - BS or MS degree in computer science or related field. - Strong coding experience, preferably with Scala, Python, Java, or C++. - Strong grasp of data structures and algorithms. - Ability to explain complex issues in technical and non-technical terms. - Cares deeply about agile software practices, data driven development, and collaborating with other engineers and researchers. - Working knowledge of Hadoop, Spark, Redshift, DynamoDB, Kinesis, or other big data technologies. PREFERRED QUALIFICATIONS - Experience with supervised and unsupervised machine learning models. - Experience with collaborative filtering and recommender systems. - Experience running and evaluating AB Tests.",8cb4914f42c5b805d19be0952b3c88e9
Sr. Business Data Analyst,"Analysis, Analyst, Business Analyst, Consulting, Data Analysis, Development, Excel, Manager, Outlook, PowerPoint, Project, SQL, Supervision",8c50099ba0e24e089c12c6e68bb2bdc6
Clinical Site Monitor,(SITE OR ON SITE OR ON-SITE ) AND(MONITOR OR MONITORING ) AND(PHARMA OR PHARMACEUTICAL COMPANIES ) AND(CRA OR CLINICAL RESEARCH ASSOCIATE ),d6920e2979999da6d892774e2be97b75
Product QA Engineer,Telecommuting not available Travel not required,72e40fa6a09e015785a798433af77387
Java Developer (Ecommerce),"Looking for two-to-three Senior Java Developers with experience in eCommerce. Strong Java, Spring Framework and Hibernate ORM. The ideal candidate will have experience building their own e-commerce product or working with an existing ecommerce site. Looking for typical eCommerce experience such as PIM, PCI, shopping carts, payment gateways, catalogs, etc. Any experience with BroadLeaf, ElasticPath or KonaKart is a plus. My client will train on the eCommerce tools",065002d37b05ad5fa6478b709b94a3a4
Geolocation Engineer,"Electrical Engineering degree with experience in scientific programming, especially C/C++, GPS or other navigation systems; geolocation observable processing.",b2db6c4923a59708ff6c562b08c23c73
Director of Product Development,"Active Secret clearance required, knowledge of product development and procedures, including knowledge of general accounting. Ability to manage a diverse range of technical operations",d997f70cf7082ec18ffbb3e7c382001c
Senior. NET Developer (Temp-to-Perm),".Net, TFS, Web services, WCF, JQuery, AJAX, JavaScript, VB, VB Script, XML/XSL, CSS, architectural design patterns",518be0d63a29128230c7c13be225837d
Frontend/UI Developer,"Angular.JS, React, Node.js, JavaScript",c199a61bd8a4e16896e15bf0613bf010
Domestic Outsourcing Business Development Executive,"Development, IT, Network, Project, Sales",0352f0af94edb563fdee80a14965ea1d
Web Developer,"HTML, JavaScript, CSS, AJAX",f91cae11b0c8eaf832880a328fbabbcf
Senior Full Stack Developer,".Net, Algorithms, Developer, JavaScript, Linux, OOD, OOP, Programming, Systems, Windows",b9520049ff3e799ec368ae0aa99ec5f5
Jr Business Analysts,"Analyst, Business Analyst, Business Requirements, Consulting, Development, Lifecycle, Management, MS Office, Project, Testing",353f9ce7cb7c0090fd8880b0e9bf5809
Manager - GFS,"10+ years of technical management experience Track record of building and delivering mission critical, 24x7 production software systems",cca81977309f3d52de5201432a1a98c4
Java Full Stack Engineer (Angular JS is must),"Angular JS, Java/J2EE, Spring , Hibernate",755688570dda03850c9ea9974e241110
Software Engineer (Algorithm),"Algorithm Engineer , Computer vision, Open CV ,algorithm R&D experiences, Android programming will be a plus.",f5ce47ef55f66c279c306ceeb5e3f01e
Sr. JavaScript Developer,"Node.js, JavaScript",4a1af0cd8f6301771b95b019e6e2407d
Planner/Scheduler,"SAP APO, MS Excel, BW reporting, Pharma or Biotech",763586f789e0154f6d71435112f4c502
Technical Infrastructure Project Manager,Technical Infrastructure Project Manager,d17149d5daf1df1d0953dbb583c0046c
Business Analyst,SQL Reporting Services Suite,510481dba5a43cc2b77546f0dadb1ce4
Project Coordinator,"Project coordinator,procurement,budget",4117b81407f66d5b3c952ba4c4c05134
Sr Service Delivery Systems Administrator (DevOps) - 16-01286,"DEVOPS ENGINEER, SYSTEM ENGINEER, BUILD RELEASE ENGINEER, PYTHON, SHELL, PERL, BASH, LINUX, UNIX, RHEL, CENTOS, PERFORCE, JENKINS, MAVEN, CONTINUOUS INTEGRATION",e2cda2407a766008f5274da2cbdfa5b7
Oracle Business Systems Analyst,"Oracle R12 E-Business, General Ledger, Asset Management, Projects, AME, Workflow etc.",c0eb27f26c6b084b018bd58b564e5594
Sr. EDI Business Analyst,Telecommuting not available Travel not required,c85fced1185e67071d928267f818dbdc
Scientific Software Specialist and BA,"Scientific Software, Business Analyst, Drug Development, biotech, pharma, data extraction, visualization SQL, R, Spotfire, user training,",ac1430c579f95891ae05d2edb3f5e035
Linux Engineer,"Application, C++, Development, Engineer, Engineering, J2EE, Java, Linux, Network, Programming, Python, Shell Script, Software, System",75296a05c107731f400d602f3e10bf47
Front end-UI developer/UI-Web designer,Telecommuting not available Travel not required,c6f99f38bf465487323ed9d46f19514d
"Senior Product Manager, Pricing - Fulfillment By Amazon","Global FBA is looking for a passionate, talented product manager to develop pricing recommendations for the global business. The ideal candidate has outstanding business acumen and judgment, intense curiosity, excellent analytical abilities, strong technical skills, superior written and verbal communication skills, and the ability to influence cross-functional teams. He/she will have a strong bias toward data driven decision making. He/she will be a self-starter, comfortable with ambiguity and juggling multiple projects, able to think big and be creative (while paying careful attention to detail), and will enjoy working in a fast-paced dynamic environment. He/she will work closely with Marketing, Operations, and Finance teams around the world. The scope for this role includes the following: Identify, develop, manage, and execute analyses to uncover areas of opportunity and present written business recommendations that will help shape the future of FBA. Drive development of quantitative models necessary for the evaluation and implementation of new pricing strategies. Collaborate with product managers to develop pricing recommendations for new features or services. Manage fee development and implementation, including long term project planning and development resource allocation. Report key insights and trends, using statistical rigor to simplify and inform the larger team of noteworthy story lines. Collaborate with finance and product management as a leader of quantitative analysis. Analyze and solve business problems at their root, stepping back to understand the broader context. Develop solutions that utilize the highest standards of analytical rigor and data integrity. Recognize and adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation. Write high quality SQL code to retrieve and analyze data. Learn and understand a broad range of Amazon's data resources and know how, when, and which to use. Manage and execute entire projects or components of large projects from start to finish including project management, data gathering and manipulation, synthesis and modeling, problem solving, and communication of insights and recommendations. Build scalable database solutions when required. Participate in periodic reviews with Amazon Executive Leadership team. FBA leverages Amazon's global fulfillment and customer service network for third party sellers who want to grow their business on and off Amazon.com. FBA enables customers to take advantage of Free Super Saver Shipping and Amazon Prime on third party items, while sellers can focus on selling rather than shipping. The Sr. Product Manager will be responsible for driving analysis in an effort to improve our understanding of Seller's costs globally. The role is global in scope and includes strategy, analysis and execution for FBA in North America, Europe and Asia.",f98f36687091e2aa5d3db5ab86c4d193
Infrastructure Production Developer,"Developer, Hardware, Java, Linux, Python, Software, Systems",1f20cc46a1df5eb235007fac5fa0cbf4
C#.NET Client/Server Developer,"C#, SQL, Stored Procedures, .NET, TCP/IP, Multithreadin",8887c268f3a00f280f0eb3e935fcf923
Business Systems Analyst,B2C digital product management,8d0ffe9061aa61fbd3fdfae28fa9e2b9
Software Infrastructure C++ Developer,"Algorithms, C++, Developer, Development, JavaScript, Libraries, Linux, Network, Performance, Perl, Programming, Protocols, Python, Software, System, Systems, TCP/IP, Unix",f374dd196ee3775c05ceedce840fe3d7
Account Manager,"business development, sales, staffing",a6b2f856cc76dbcd75d70c8a9b54b86f
Technical Recruiter,Recruiter,cf0df595863e244496a08540809e638a
Senior Technical Writer,(TECHNICAL WRITER OR TECH WRITING OR TECH WRITER ) AND(STANDARD OPERATING PROCEDURES OR SOP OR WORK INSTRUCTIONS OR PROCESS FLOWS ) AND(VISIO ),3071e1d037c43c96e63d87b7f798904c
Sr. Quality Assurance Test Analyst,"Analyst, Applications, Computer, Database, Development, Excel, Java, Management, Programming, Project, Project Management, Quality, Quality Assurance, Scripts, Software, SQL, Supervision, Test, Testing, VB, Web",3142c2dd6924df52d463d81ef93fb6e4
Business Systems Analyst III,(See Job Description),aed2f48a108a9d39c3466961ebf147a2
Automated Test Engineer,(AUTOMATED TESTING over 3 year(s) ) AND (JAVA DEVELOPER over 2 year(s) ),8d9f35371d34b3482a6a9a515c286329
Senior Drupal Developer,Telecommuting not available Travel not required,a5b5889aaa3b7423cdc68643ab6cfea5
Senior Devops Engineer (Contract),"DevOps Engineer, Chef, Jenkins",932052b301bed380d5a8db22d8b9fed2
Capacity Planning Engineer - 11350,"Network Engineering, IP Video Delivery, Content Delivery Networks, Linux System Admin",6d08f3e06ba1695f905754f971f0397e
Data Center Virtualization Architect,(See Job Description),5fe3df4506a6b388f0b18dfedb0702bb
Procurement System Manager,SaaS solution Coupa,ccf473b4784aca69a88b36870d6301cf
Sr. Information Risk Management Analyst,"CISSP, CISM, CISA",2c6742531c25a158afc6eca882ced60b
Software Development Engineer,Java and C/C++,0419d5288baa0e5a8043c674cd8562ca
Account Coordinator II,"Consulting, Lifecycle, Manager, Management, Project, Project Management, Sales, SalesForce, Scheduling, Telecommunications",3415841a9ac7c931ed8709e9f30adb29
Technical Lead Supply Chain - 12241,"Software, Retail, Buying, Demand Planning, system, Analysis, Design, Supply Chain, applications development, WebSphere, WebLogic, Oracle, DB2, SQL Server, UNIX/AIX, Windows, and Mainframe",bd4eee9b197c066d9bff44452452c5b1
C++ Software Developer for Multi-Asset Risk System,"Developer, Development, HTTP, Java, JavaScript, Lifecycle, Management, Programming, Project, Python, Release, Risk Management, Scheduling, SQL, Testing",2594d75ad80e28e32af0ff6053396e2d
Senior MySQL DBA,Telecommuting not available Travel not required,0bed3d9c4ed99d5cc1a2649f59bc2896
Manager of IS Network Engineers,(ROUTERS ) AND (FIREWALLS OR FIREWALL ) AND(MANAGER ) AND (CISCO ),d261e7210cd7aba0cac951c7340c5e67
(US)-Program Manager Senior,"Access, Application, Business Requirements, CASE, Consulting, Development, IT, Manager, Program Manager, Project, Telecom",a560c9c03ec3eb3dbf9fa881303fdf48
"Business Analyst - Mortgage/Equiting Lending, Lean Six Sigma Green Belt/Black Belt","Mortgage/Equiting Lending, Lean Six Sigma Green Belt/Black Belt",0445fcb37ab17f686c025da15a98de52
DHMSM Operational Medicine Interface Developer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",f3454168b74bc184e99b6d328970c16d
Information Technology Architect,"Analysis, Architecture, Business Requirements, Citrix, CSS, Development, Exchange, HTML, HTTP, IIS, Java, Linux, Management, Oracle, SQL, VMware, WebSphere, Windows",ad80588c56547cfcfc00e9080cce9920
SWIFT Messaging Specialist,"CSS, HTML, HTTP",eccbb9e529cc7fabd4418b8a3ef96645
Technician-Systems,"VNF Manager ,CI/CD",7ebf4eea453a27d76815cea1034737e1
Angular JS / SOA / Web Developer w/ Middleware,"Architecture, CSS, Developer, Development, HTML, HTTP, IBM, J2EE, Java, jQuery, Middleware, NoSQL, Security, SOAP, Solr, SSL, Web Developer, WebSphere, XML",9f504454ca89f3fb54c4cdb79ef345de
Soarian Clinicals Consultant (Cerner),Point of Sale System Help Desk Manager,335bd5f1bb549c9d32372a43516249fe
San Storage Engineer,"Access, Brocade, Consulting, Engineer, Hardware, IT, Management, Switches, Systems, Telecom, Unix, Windows",12f3cf7b841e50a75d7fa547cedc27a6
Java Developer,See job description,b973f9625d5a239be48b37dad4a83eac
SQL Web Application Developer,"Skills & Experience Bachelors degree in Engineering, Computer Science, MIS a related IT field, or equivalent work experience. Industry certifications related to this position a plus. Minim",bf4e39a7ae0a31857cdeb706ea07b591
Mobile Device QA Tester II,"BASIC QUALIFICATIONS: 1+ year of Mobile Device Testing (Android, IOS and/or Windows) is required. 1-2 years of relevant work experience working for wireless carrier or vendor in Product Developmen",fe8b8c33442b7005d0734506fd152824
Processor (Screen) - 3rd Shift,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",f29766ad198b67aa7686ea3737951f12
Sr. Application Programmer,"Access, AML, Application, Business Requirements, Consulting, Developer, Development, IT, Java, Management, Oracle, Programmer, Software, Telecom, Testing, Unix, Web, WebSphere",4a737efc3dd5fe84a532e94b609ee484
Full Stack Developer,"Access, Apache, Applications, Computer, Consulting, Developer, Development, IT, Programming, SDLC, Software, Systems, Telecom, User Interface",148fb772d5a224a477904b6194199b2e
Technology Manager of Analytics,"Agile, CSS, HTML, HTTP, Manager, Python",0d92b51b694ef046360f989fa92a15ac
Exhaust Processor (Exhaust) 3rd Shift,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",aefcb0c109264e00e724ef9eb004a699
Security - InfoSec Assessment,An ideal candidate will have: A bachelors in computer science (or equivalent) degree with 6 to 10 years of documented information security work experience Demonstrated experience in,6bdcbb05eca933606a2301a8be7fa4cd
Sr. Systems Engineer - Storage (Contract-to-Hire),"High School Diploma or equivalent 7+ years of experience in Information Technology Engineering Technical certifications associated to the chosen technological track Expert working knowledge of the appropriate storage systems and physical hardware Proven history of balancing multiple priorities simultaneously with the ability to adapt to the changing needs of the business while meeting deadlines Flexibility to work evening and weekend hours as necessary Excellent verbal and written communication skills with the ability to relay technical information to a non-technical audience and effectively interact with all stakeholders including senior leadership Solid process documentation skills Expert understanding of Storage Area Networks, including solutions from EMC (VNX, VMAX, Unity, Avamar, Data Domain) and Nutanix systems Expert management experience with Cisco MDS zoning Experience managing Linux servers and environments Experience with VMware virtual server farms Experience deploying software, firmware, and updates to storage and backup environments Experience with DR planning, concepts, and strategies as it relates to storage and backup Experience managing team projects and mentoring",95a6252635b88c0991306754335760f4
"SAP Technical Lead (ERP, ECC, HANA) in Melville, NY or Davidson, NC","AP Technical Lead, SAP ERP, SAP ECC, HANA",e8c6430b31684c8f6ceab1305ca61888
Audio / Visual Support Tech,"Contract Independent, Contract W2",9c1dae8f8326ff44336cbc65c4145524
Auditor Analyst,"SOX, SARBANES OXLEY, SARBANES, AUDIT, FINANCE, INTERNAL CONTROL, COMPLIANCE, CONTROL",fe9741051b3a8971f4a1156b07ece236
Sr. Java Developer,See job description,f11d03f84c0ba0db510a05de0afd10b9
COBOL Developer / Programmer,See job description,b5cea5202dd6f195c55dbc7b90892768
"Business Analyst - digital analytics, Google, Adobe, Tableau, ForeSee, SQL","digital analytics, Google, Adobe, Tableau, ForeSee, SQL",bb39139fe34f98132e057d2bc5f27ffc
Java Developer,"Access, Analysis, Analytical, Analytical Skills, Application, Applications, Architecture, Computer, Consulting, Data Architecture, Database, Developer, Development, Engineer, Engineering, IT, Java, Manager, Management, Modeling, Oracle, Programming, Project, Quality, SDLC, Security, Software, Software Engineer, SQL, Telecom, Testing, Web, XML",0b6f00a94e0790f2ddf471e21515e30a
Project Manager,"Access, Analytical, Computer, Consulting, Development, Engineering, IT, Manager, Management, Project, Project Management, Project Manager, Telecom",1d0397ad94837965dd86a508020ee2a4
Cyber Combat Targeteer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",4f1a45d7883fa5b946024825f141955b
BA/ QA Tester,"Agile, Analysis, Automated, CSS, Development, Excel, HTML, HTTP, Middleware, MS Office, PowerPoint, Project, QA, QA Tester, Rational, Scripts, Scrum, SQL, Tester, Testing",e140cb3a2388dc9b0d1b1641ba2c71fc
Business Analyst - PCI,PCI,2c519dfe62470c6632c25ec8a75ab950
Sustaining Engineer III,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",af5361a430987d770572e81ca3605fe3
"Developer - iOS, Android, REST API, SQL, Xcode, AJAX","iOS, Android, REST API, SQL, Xcode, AJAX",ac9366a5da02aef3cf6e724fd4eef28b
Processor (Tube Assembly),"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",4d957ab0fc7d7379fe1a2bd824be9414
Treasury Associate,"Access, Analytical, Analytical Skills, BASIC, Consulting, Development, Excel, IT, Management, Microsoft Word, PowerPoint, Project, Project Management, Risk Management, Telecom",4630a1e50e7e85a4364bfd6ccc65edda
.NET Developer III MS Dynamics,".Net, Access, Analysis, API, Application, Applications, ASP, ASP.NET, Consulting, CRM, Data Analysis, Developer, Development, Engineer, Foundation, IT, JavaScript, Management, Security, Software, Software Engineer, SQL, System, Systems, Telecom, Web, XML",43d4546d3a9420c6144572edf5a25b97
.Net Architect / Manager,".Net, Access, Analyst, Application, Applications, Architect, Architecture, Change Management, Consulting, Customer Service, Development, Development Manager, Engineering, IT, Manager, Management, Performance, Quality, Re-engineering, Software, SQL, SQL Server, Systems, Telecom",2ab6d749f9edbd1dd2a74fda8cd9589d
"Director, Information Security","Full Time, Full Time",24df038b48c96e11443e21146219995f
Service Technicians - Printing,"CSS, HTML, HTTP",8259843f5e9f112894e7b1ee769c0a91
Reporting Analyst,"Access, Analysis, Analyst, Analytical, Analytical Skills, Business Intelligence, Cognos, Consulting, Database, Excel, IBM, IT, Management, PowerPoint, Risk Management, SAS, SQL, Telecom",406f7489221ceda7333b009e4797cd74
Business Development Manager,"Analysis, CRM, Development, Development Manager, Manager, Management, Networking, Sales",cbc53680c3051893bc8cd1d2071428a5
IT Project Manager (Mobile Apps),"Full Time, Full Time",a639481ec469f96658393d1836df6f0f
Application Architect,"Access, Analysis, Analytical, API, Application, Applications, Architect, Architecture, Consulting, Development, IT, Micro, Project, QA, Security, Software, Telecom, Web",16bc503453500d45ee411c5ea3a4074b
"Director of IS, Infrastructure, Network, Best Practices, IT Policy and Procedures","Director of IS, Infrastructure, Network, Best Practices, IT Policy and Procedures, Performace Management, PMP",d831dd7060f590de3da30c6327f701f4
Senior Java Developer - Lead,"Contract Corp-To-Corp, Contract W2, Full Time",648b516bcb9617af02dc08c9a4a17c6e
Business Analyst,"Access, Analysis, Analyst, Application, Business Analyst, Consulting, IT, Management, Oracle, System, Telecom",db89add7e8f0b9fe3a11658e772cf158
Project Manager,"Access, Accounting, Analytical, Application, Applications, Computer, Consulting, Development, IT, Manager, Management, Project, Project Manager, Software, Supervision, System, Systems, Telecom",0796f7ecf53db6612b831449b844533d
Lead/Sr Data Scientist,"Machine Learning, Big Data, Java",a1e1bd1243cdd15a3219e0edc8a93131
Computer Systems Software Engineer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",b86b83afb4564fd65a984ed9b78248c3
Agile Developer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",75b835ecdf3ffc91f3a65969554d88b0
Testing Technical Specialist,"Agile, CSS, Development, HTML, HTTP, Java, Management, Project, Project Management, QA, Quality Center, Testing, Web Design",7f3086ce0521d3915c1bca5573ea22bb
Manufacturing Engineer II,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",55b42f5cc49e2f719cb11676f9ffa503
Sr. Full Stack Java Developer,"Analytical Skills, Automated, CSS, Database, DB2, Developer, Development, J2EE, Java, JavaScript, JSP, MongoDB, Oracle, Project, Research, SDLC, Testing, WebSphere, XML",3bb430a924c66eda4d5546ac2ff19b71
System Engineer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",a1c9654b6cb38543e0c8198221a8b1eb
Electronic Classroom System Administrator,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",5c2fde27d7d26d873746b0998d88172f
Tech Support Engineer,"ALM, C++, C#, JAVA, VB.NET, CUSTOMER SUPPORT, SQL, VISUAL STUDIO, HTML5, DEVELOPMENT SUPPORT",511b78326c4d241a99c0c2a2f703b10b
Java Engineer,"Agile, Analysis, Apache, Automated, CSS, Development, GIT, HTML, HTTP, J2EE, Java, JavaScript, jQuery, Management, Matlab, Modeling, Python, Research, Scrum, Security, SOAP, Web Server",f3950f031d1e12aefb4eb962e6f3702c
"Developer - SQL, web services, .NET","SQL, web services, .NET",77c55cb4c54b1aadf1bbbfd792b3bbdd
Embedded Software Engineer,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",c0ff80f6ad339715af9f7ada7b698987
Front Office Developer,"Agile, Analysis, Architecture, CSS, Database, Developer, Development, Excel, HTML, HTTP, JavaScript, jQuery, Management, Oracle, Protocol, Sales, Scrum, SDLC, SQL, VBA",2dfc17124af1d8001af605fa1d341603
"Developer - WEB - HTML5, CSS3, JavaScript, AJAX, JQuery, ASP.NET","HTML5, CSS3, JavaScript, AJAX, JQuery, ASP.NET",65db5d632398b8634299ba76ea09e0cb
